time,府中,萬隆,頂溪,明德,新店,關渡,忠孝新生,忠孝復興,東門,後山埤,龍山寺,中山國小,頂埔,辛亥,大湖公園,大橋頭站,菜寮,永安市場,新莊,松江南京,市政府,景美,台北101/世貿,芝山,頭前庄,動物園,南港軟體園區,台北車站,劍潭,新北投,橋和,小南門,十四張,六張犁,大安森林公園,東湖,內湖,昆陽,中山,台電大樓,三民高中,台北小巨蛋,永寧,港墘,大坪林,新北產業園區,小碧潭,南京三民,信義安和,七張,三重國小,丹鳳,台北橋,景平,紅樹林,行天宮,國父紀念館,幸福,北門,忠義,大直,板新,文德,中正紀念堂,北投,蘆洲,麟光,台大醫院,唭哩岸,中原,BL板橋,松山機場,迴龍,南京復興,景安,象山,圓山,竹圍,古亭,秀朗橋,南勢角,大安,劍南路,科技大樓,徐匯中學,永春,善導寺,Y板橋,萬芳醫院,民權西路,輔大,忠孝敦化,南港展覽館,江子翠,新埔,先嗇宮,新店區公所,雙連,新埔民生,西湖,西門,萬芳社區,南港,石牌,葫洲,公館,海山,亞東醫院,中和,淡水,土城,奇岩,中山國中,復興崗,木柵,三和國中,三重,松山,士林
0,1,0,3,1,0,0,4,6,1,1,2,0,0,0,0,1,0,0,0,0,6,1,2,0,0,0,0,3,1,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,2,0,2,1,0,0,1,0,0,1,0,3,0,0,0,0,0,2,0,0,4,0,1,2,1,1,1,0,0,1,0,2,1,0,0,0,0,0,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,41,38,78,35,40,13,33,29,37,31,31,28,10,4,0,13,2,56,3,8,37,49,28,81,2,2,0,6,69,5,0,2,0,6,18,8,4,15,12,32,22,8,22,2,24,1,2,17,34,39,27,9,12,1,15,11,24,0,0,3,1,0,1,40,58,40,8,5,28,1,24,0,6,18,32,24,55,22,47,3,57,26,3,8,23,32,11,0,15,41,4,29,30,54,35,2,22,38,0,3,48,3,6,53,7,60,31,23,0,73,12,18,12,11,4,33,3,3,48
7,133,108,232,84,81,38,46,56,58,54,53,34,39,16,9,29,16,160,16,28,108,124,48,153,2,9,3,19,137,19,0,5,2,31,43,21,21,62,41,88,78,22,69,23,105,0,19,50,90,98,63,19,43,1,113,44,52,0,1,15,11,0,15,77,132,86,17,14,71,1,93,1,28,21,107,46,146,47,115,2,152,68,7,32,83,85,28,0,33,71,7,31,91,125,151,7,82,67,0,12,79,14,31,168,19,102,110,133,2,191,36,62,31,24,12,74,5,5,118
8,270,113,280,114,123,48,80,71,82,137,100,50,89,36,19,38,26,199,41,34,120,146,78,216,4,20,4,39,192,18,0,18,4,51,57,73,50,106,41,93,143,35,134,51,113,0,24,89,106,163,102,45,67,7,136,48,77,4,5,16,22,3,28,107,193,134,40,25,66,2,205,2,63,36,180,79,155,76,146,10,192,71,14,50,98,154,36,0,50,95,38,62,175,231,360,6,117,73,0,23,123,27,48,233,37,129,238,220,4,324,80,86,51,28,17,122,8,19,156
9,127,48,143,81,50,31,52,67,45,51,80,14,42,11,8,23,10,100,17,27,112,65,53,111,5,9,2,36,136,16,1,10,1,29,34,43,25,51,35,66,69,20,70,33,70,1,14,48,66,73,55,23,30,10,62,35,46,0,3,12,19,0,11,69,82,75,23,77,43,0,84,20,25,39,65,36,84,34,81,3,101,41,9,34,46,67,49,0,15,61,23,67,81,107,136,5,79,67,0,8,99,12,20,131,13,80,106,84,1,184,40,51,27,15,7,53,3,1,90
10,90,52,104,62,44,32,41,67,61,45,53,28,21,7,10,22,9,79,6,40,109,74,44,95,2,6,2,34,91,8,0,23,1,23,25,7,14,22,39,31,40,22,62,12,58,0,7,33,41,42,33,15,19,1,35,34,36,1,1,11,10,1,8,69,72,50,14,122,29,1,63,7,21,22,62,30,70,40,60,5,62,48,5,28,30,35,51,0,14,45,15,40,45,73,94,8,36,86,0,17,116,4,28,135,7,69,69,41,3,128,28,23,10,16,7,45,4,8,81
11,88,37,84,54,40,35,79,82,39,43,74,30,9,3,8,18,9,76,17,38,111,59,55,71,5,14,3,44,109,19,0,28,2,35,29,7,13,41,43,40,36,37,40,28,54,0,6,29,64,51,27,22,17,4,38,40,40,0,9,14,12,0,7,61,73,35,15,119,44,1,73,8,13,35,53,35,75,30,65,1,65,33,6,21,37,49,69,0,24,55,16,63,43,55,101,1,52,86,0,3,142,6,14,151,12,99,59,50,0,124,20,24,16,18,5,32,5,14,99
12,74,35,122,55,38,31,115,115,64,51,77,25,19,11,3,19,14,64,12,58,178,67,96,71,5,17,5,51,122,21,1,30,3,24,51,16,19,35,83,59,45,36,44,37,72,1,8,35,73,52,39,21,21,3,36,101,53,0,2,20,13,2,8,118,58,42,11,110,27,0,91,28,24,55,44,22,103,33,94,5,48,72,19,42,54,58,94,1,24,89,24,75,55,71,109,8,37,89,0,18,163,7,30,140,10,96,58,58,1,125,14,37,37,12,3,34,6,13,89
13,88,42,115,50,31,36,124,142,60,54,75,42,26,13,6,30,10,84,17,62,180,35,83,94,7,32,4,55,111,18,1,11,2,34,38,32,20,48,126,62,39,42,35,30,52,0,3,47,80,45,45,18,15,4,46,68,62,5,8,17,13,0,9,82,66,56,16,75,28,4,71,24,25,54,61,27,100,45,70,3,64,68,10,33,43,68,80,0,25,82,18,118,57,82,107,9,21,90,0,12,175,5,33,140,23,109,67,71,0,162,26,28,20,9,5,32,5,21,132
14,68,25,75,44,27,35,160,137,69,57,73,32,21,5,4,18,8,63,8,66,222,41,88,50,3,27,3,31,94,14,5,22,0,18,27,14,12,29,122,53,31,31,36,23,41,1,7,32,43,48,32,8,14,6,25,46,80,0,2,26,15,1,5,81,53,21,17,127,15,3,53,8,10,65,30,33,64,18,73,1,49,61,17,20,24,56,77,0,22,50,11,96,38,53,76,6,32,69,1,21,194,1,28,145,7,103,38,47,1,135,9,28,22,10,4,38,2,10,122
15,46,18,67,40,32,32,129,151,68,34,68,30,9,2,5,13,4,63,6,69,223,38,150,54,2,46,0,47,118,23,2,24,0,14,60,6,9,28,124,53,31,41,13,17,48,0,3,29,58,32,17,13,15,3,26,49,87,0,6,7,18,2,4,113,46,21,13,118,22,2,61,27,8,73,41,38,86,12,75,2,40,39,14,27,23,40,107,0,17,75,6,132,33,39,62,4,30,92,0,24,289,4,25,131,8,133,25,29,1,137,25,15,24,9,7,20,7,13,138
16,46,29,68,47,23,41,202,198,83,42,81,27,14,7,3,24,15,45,10,97,337,52,158,67,5,51,5,73,130,20,0,58,2,30,68,6,15,38,169,88,16,59,20,36,46,0,6,48,76,43,27,14,23,0,30,77,86,0,9,10,20,0,7,235,40,22,10,113,11,2,57,25,9,119,40,55,81,18,140,4,34,104,35,37,29,64,124,0,38,80,21,152,34,46,46,8,27,132,1,26,288,2,27,164,5,139,23,41,4,130,9,18,20,1,3,29,7,10,180
17,73,48,99,60,40,63,313,282,229,72,89,69,23,8,3,38,18,70,18,252,486,83,328,194,5,55,8,116,175,22,2,58,2,59,99,24,23,90,227,193,38,106,33,42,92,0,20,75,188,58,46,16,28,4,49,141,173,3,7,22,39,3,17,468,79,59,23,207,25,6,99,27,18,200,61,88,163,31,228,1,32,225,35,98,52,73,231,1,35,173,24,245,88,85,100,11,53,202,0,61,430,4,57,164,21,249,57,55,8,173,24,25,65,13,5,39,10,16,216
18,70,43,121,56,37,88,370,311,172,67,84,80,23,7,10,40,28,85,12,332,685,78,441,158,6,37,42,113,208,12,2,43,4,64,106,13,10,118,333,137,34,176,37,87,132,2,9,119,342,66,32,22,26,7,50,211,242,3,18,34,24,5,7,331,70,48,15,129,20,13,89,47,16,347,61,185,142,34,253,3,50,264,52,133,54,112,248,0,23,249,29,450,143,89,88,35,38,217,0,145,415,5,44,225,14,231,38,59,3,151,13,71,88,11,6,49,7,33,193
19,33,29,64,33,11,72,156,238,110,30,55,42,15,4,1,15,6,51,7,120,388,35,283,76,4,21,20,68,163,10,3,33,0,52,54,8,3,54,257,76,10,98,20,57,78,1,7,55,186,34,10,7,13,1,26,97,127,0,9,20,22,0,4,123,49,6,4,50,12,4,51,25,6,140,33,98,76,16,124,1,23,123,35,48,19,54,91,1,14,127,10,222,77,30,49,15,21,109,0,82,268,2,40,92,10,122,29,19,0,104,3,28,40,9,3,17,4,32,71
