time,府中,萬隆,頂溪,明德,新店,關渡,忠孝新生,忠孝復興,東門,後山埤,龍山寺,中山國小,頂埔,辛亥,大湖公園,大橋頭站,菜寮,永安市場,新莊,松江南京,市政府,景美,台北101/世貿,芝山,頭前庄,動物園,南港軟體園區,台北車站,劍潭,新北投,橋和,小南門,十四張,六張犁,大安森林公園,東湖,內湖,昆陽,中山,台電大樓,三民高中,台北小巨蛋,永寧,港墘,大坪林,新北產業園區,小碧潭,南京三民,信義安和,七張,三重國小,丹鳳,台北橋,景平,紅樹林,行天宮,國父紀念館,幸福,北門,忠義,大直,板新,文德,中正紀念堂,北投,蘆洲,麟光,台大醫院,唭哩岸,中原,BL板橋,松山機場,迴龍,南京復興,景安,象山,圓山,竹圍,古亭,秀朗橋,南勢角,大安,劍南路,科技大樓,徐匯中學,永春,善導寺,Y板橋,萬芳醫院,民權西路,輔大,忠孝敦化,南港展覽館,江子翠,新埔,先嗇宮,新店區公所,雙連,新埔民生,西湖,西門,萬芳社區,南港,石牌,葫洲,公館,海山,亞東醫院,中和,淡水,土城,奇岩,中山國中,復興崗,木柵,三和國中,三重,松山,士林
0,5,1,2,1,0,1,2,7,1,0,3,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,3,3,0,0,0,0,1,2,0,0,0,2,1,0,1,2,0,1,0,0,2,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,2,3,0,0,0,1,2,0,0,2,0,7,0,1,1,1,0,3,0,0,8,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,63,51,81,46,45,15,32,35,31,37,34,16,16,3,2,11,2,72,1,7,33,63,28,86,2,1,0,3,82,11,1,7,0,12,26,8,12,25,14,39,40,7,28,6,38,0,3,26,34,49,29,7,10,1,18,12,27,0,1,4,1,1,3,29,67,33,6,1,32,1,32,2,9,17,33,24,41,15,56,2,62,23,2,14,23,41,10,0,15,44,2,22,30,52,62,2,23,41,0,5,50,5,5,72,5,58,58,28,0,110,10,17,21,6,4,41,3,3,56
7,134,122,230,104,73,28,72,74,81,71,56,43,43,14,7,21,7,170,13,27,111,132,74,163,3,9,4,14,167,16,0,8,2,39,42,22,28,69,42,83,87,23,84,25,108,0,24,53,86,83,59,12,40,9,92,42,58,3,0,14,13,0,15,70,139,91,29,11,57,1,94,4,30,27,112,47,149,53,119,1,157,62,11,30,82,77,32,0,29,82,11,42,97,167,148,3,79,52,0,13,77,21,22,167,16,102,126,139,1,212,39,62,32,32,10,84,5,7,133
8,262,117,273,113,91,55,80,88,61,132,95,46,88,34,10,35,25,208,35,30,114,146,108,211,8,27,3,43,182,22,0,18,3,45,52,65,46,88,49,99,129,38,131,41,126,0,19,80,99,122,93,37,59,7,127,52,79,2,2,16,20,3,23,95,177,132,30,25,76,4,194,3,59,42,196,65,149,75,125,6,174,67,18,43,117,169,50,0,43,97,28,77,150,235,313,7,92,88,0,19,116,25,50,242,41,148,228,215,2,335,84,78,38,31,15,116,13,14,165
9,133,59,153,81,55,50,42,70,57,66,87,26,37,9,12,24,13,117,20,25,99,77,50,125,5,16,8,28,107,19,0,9,1,37,38,35,30,56,33,41,74,15,80,32,84,0,12,39,67,54,56,28,28,6,66,32,42,1,0,14,9,2,14,45,74,67,16,75,38,0,82,13,28,15,93,31,79,31,79,4,83,37,15,32,53,76,49,0,25,60,31,47,73,114,152,3,75,73,0,14,91,13,30,160,27,82,120,96,3,168,32,50,18,16,7,51,4,11,99
