time,府中,萬隆,頂溪,明德,新店,關渡,忠孝新生,忠孝復興,東門,後山埤,龍山寺,中山國小,頂埔,辛亥,大湖公園,大橋頭站,菜寮,永安市場,新莊,松江南京,市政府,景美,台北101/世貿,芝山,頭前庄,動物園,南港軟體園區,台北車站,劍潭,新北投,橋和,小南門,十四張,六張犁,大安森林公園,東湖,內湖,昆陽,中山,台電大樓,三民高中,台北小巨蛋,永寧,港墘,大坪林,新北產業園區,小碧潭,南京三民,信義安和,七張,三重國小,丹鳳,台北橋,景平,紅樹林,行天宮,國父紀念館,幸福,北門,忠義,大直,板新,文德,中正紀念堂,北投,蘆洲,麟光,台大醫院,唭哩岸,中原,BL板橋,松山機場,迴龍,南京復興,景安,象山,圓山,竹圍,古亭,秀朗橋,南勢角,大安,劍南路,科技大樓,徐匯中學,永春,善導寺,Y板橋,萬芳醫院,民權西路,輔大,忠孝敦化,南港展覽館,江子翠,新埔,先嗇宮,新店區公所,雙連,新埔民生,西湖,西門,萬芳社區,南港,石牌,葫洲,公館,海山,亞東醫院,中和,淡水,土城,奇岩,中山國中,復興崗,木柵,三和國中,三重,松山,士林
0,0,1,2,2,0,0,3,1,1,0,4,0,0,0,0,0,0,0,0,1,5,1,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,5,1,0,1,0,2,2,0,0,1,2,6,0,1,0,1,0,1,0,0,2,0,1,0,0,0,0,2,0,4,0,0,2,0,0,3,1,0,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,43,36,69,42,28,8,26,25,29,29,38,14,13,8,0,7,3,67,3,10,40,37,22,65,1,2,1,8,66,8,0,3,0,14,24,4,4,22,18,30,33,9,31,9,29,0,2,20,40,36,32,15,15,0,23,14,21,3,0,1,3,1,4,28,70,30,7,2,37,1,25,0,9,13,60,26,41,16,58,1,81,29,4,6,19,27,13,0,11,34,1,36,24,46,47,4,33,24,0,4,42,1,5,75,5,63,35,28,0,88,8,23,8,4,2,23,2,5,51
7,114,92,253,88,65,35,50,64,78,59,61,33,44,16,9,41,13,158,19,31,90,107,74,146,2,12,3,19,139,16,0,8,3,36,53,26,27,62,27,70,81,21,75,30,79,0,17,43,70,99,63,21,49,1,89,24,58,1,2,17,12,1,10,71,147,76,23,11,48,2,90,2,35,17,130,56,130,53,122,4,150,60,18,30,79,94,29,0,25,74,15,48,98,133,148,10,90,58,0,7,62,17,28,172,15,116,144,136,2,230,39,63,24,34,15,73,6,7,111
8,248,110,260,112,111,52,81,88,95,159,95,47,92,26,16,38,22,207,39,30,132,129,91,218,7,21,6,34,175,22,0,11,4,51,52,73,44,96,39,91,131,33,117,38,123,0,24,67,107,126,93,45,56,5,135,55,72,0,1,17,19,3,25,98,167,142,23,21,96,3,201,0,63,25,171,64,159,80,137,9,194,66,20,49,110,162,47,0,42,100,26,75,172,240,348,7,110,63,0,22,126,28,34,220,40,165,229,215,5,270,89,69,41,30,14,128,7,15,141
9,117,61,124,64,54,32,57,63,46,76,72,25,29,5,6,21,13,106,16,42,105,88,42,94,3,15,1,42,121,13,0,12,2,26,46,29,29,54,29,46,98,25,69,13,67,1,13,33,78,62,41,27,31,5,56,38,42,2,4,9,13,1,10,45,86,57,14,60,34,2,91,12,19,33,84,45,83,28,83,3,94,37,12,32,65,68,38,0,32,38,24,37,66,101,135,7,67,56,0,18,94,10,18,128,26,107,105,90,0,171,32,48,23,11,9,49,3,10,77
