time,府中,萬隆,頂溪,明德,新店,關渡,忠孝新生,忠孝復興,東門,後山埤,龍山寺,中山國小,頂埔,辛亥,大湖公園,大橋頭站,菜寮,永安市場,新莊,松江南京,市政府,景美,台北101/世貿,芝山,頭前庄,動物園,南港軟體園區,台北車站,劍潭,新北投,橋和,小南門,十四張,六張犁,大安森林公園,東湖,內湖,昆陽,中山,台電大樓,三民高中,台北小巨蛋,永寧,港墘,大坪林,新北產業園區,小碧潭,南京三民,信義安和,七張,三重國小,丹鳳,台北橋,景平,紅樹林,行天宮,國父紀念館,幸福,北門,忠義,大直,板新,文德,中正紀念堂,北投,蘆洲,麟光,台大醫院,唭哩岸,中原,BL板橋,松山機場,迴龍,南京復興,景安,象山,圓山,竹圍,古亭,秀朗橋,南勢角,大安,劍南路,科技大樓,徐匯中學,永春,善導寺,Y板橋,萬芳醫院,民權西路,輔大,忠孝敦化,南港展覽館,江子翠,新埔,先嗇宮,新店區公所,雙連,新埔民生,西湖,西門,萬芳社區,南港,石牌,葫洲,公館,海山,亞東醫院,中和,淡水,土城,奇岩,中山國中,復興崗,木柵,三和國中,三重,松山,士林
0,2,0,0,1,1,2,2,5,1,0,1,1,0,0,0,0,0,0,0,1,7,0,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,0,1,1,0,0,2,0,1,0,0,2,0,0,2,0,1,5,1,4,2,3,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,1,0,0,0,0,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,47,55,106,47,41,10,36,26,35,34,44,30,10,8,1,10,11,88,2,13,29,67,26,81,4,8,0,4,61,7,1,4,1,10,22,9,5,12,16,29,25,16,22,2,38,0,1,18,45,39,27,5,25,0,20,19,28,0,1,3,7,1,1,36,69,35,9,4,34,0,22,0,5,13,39,30,49,14,57,2,72,33,2,13,26,37,9,0,6,39,5,27,27,43,43,5,28,38,0,5,54,3,9,93,4,78,34,35,0,89,6,24,9,5,5,28,2,6,55
7,110,102,236,92,83,42,45,69,79,61,62,30,48,11,5,33,17,146,14,23,113,118,75,190,2,16,3,20,141,22,0,6,4,33,46,25,33,62,29,71,78,30,67,24,104,0,17,46,86,82,67,20,39,5,80,25,52,2,0,10,12,1,12,73,156,81,32,25,44,1,90,1,31,19,108,54,145,54,141,7,157,48,11,35,92,94,26,0,31,90,23,36,101,151,145,4,79,65,0,13,93,13,26,161,21,121,124,119,2,265,52,62,36,32,9,68,6,6,127
8,244,108,265,111,95,51,82,76,85,139,93,51,89,31,14,38,18,200,41,34,133,138,69,190,6,21,5,41,175,25,0,21,6,44,45,67,44,74,36,88,136,33,100,35,117,0,20,74,110,132,89,38,55,4,146,51,73,3,3,19,18,3,21,93,152,137,35,22,78,0,179,0,56,43,151,66,126,78,120,8,185,63,18,47,89,133,43,0,39,112,28,69,155,240,326,3,105,82,0,14,118,34,46,223,38,164,212,213,1,281,77,80,45,31,20,108,9,12,152
9,120,60,156,80,59,34,82,75,49,74,87,23,32,11,7,18,12,125,15,39,111,51,44,117,10,8,8,48,121,22,1,15,2,42,36,37,32,57,26,45,81,14,99,23,73,0,16,39,83,74,50,20,31,5,72,40,44,1,3,9,8,1,10,45,95,85,21,56,52,1,100,7,35,37,81,43,79,38,73,6,113,40,14,18,56,64,39,0,19,54,28,55,71,114,111,6,56,60,0,16,86,12,28,131,22,68,113,77,1,200,41,42,28,18,16,48,3,7,106
