time,府中,萬隆,頂溪,明德,新店,關渡,忠孝新生,忠孝復興,東門,後山埤,龍山寺,中山國小,頂埔,辛亥,大湖公園,大橋頭站,菜寮,永安市場,新莊,松江南京,市政府,景美,台北101/世貿,芝山,頭前庄,動物園,南港軟體園區,台北車站,劍潭,新北投,橋和,小南門,十四張,六張犁,大安森林公園,東湖,內湖,昆陽,中山,台電大樓,三民高中,台北小巨蛋,永寧,港墘,大坪林,新北產業園區,小碧潭,南京三民,信義安和,七張,三重國小,丹鳳,台北橋,景平,紅樹林,行天宮,國父紀念館,幸福,北門,忠義,大直,板新,文德,中正紀念堂,北投,蘆洲,麟光,台大醫院,唭哩岸,中原,BL板橋,松山機場,迴龍,南京復興,景安,象山,圓山,竹圍,古亭,秀朗橋,南勢角,大安,劍南路,科技大樓,徐匯中學,永春,善導寺,Y板橋,萬芳醫院,民權西路,輔大,忠孝敦化,南港展覽館,江子翠,新埔,先嗇宮,新店區公所,雙連,新埔民生,西湖,西門,萬芳社區,南港,石牌,葫洲,公館,海山,亞東醫院,中和,淡水,土城,奇岩,中山國中,復興崗,木柵,三和國中,三重,松山,士林
0,1,0,1,0,0,2,0,15,1,3,0,1,0,1,0,0,0,1,0,0,30,2,1,5,0,0,0,5,11,0,0,0,0,1,1,0,0,0,4,2,0,0,1,0,0,0,0,3,15,1,0,0,0,0,3,3,6,0,0,0,2,0,0,2,0,1,0,1,0,0,6,0,1,2,0,1,1,0,1,0,4,1,2,1,0,2,0,0,0,2,1,12,2,3,1,0,2,3,0,2,14,0,3,7,0,6,6,3,0,4,1,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,56,52,66,46,40,12,26,42,31,31,40,20,14,5,2,14,6,84,2,12,37,59,25,100,5,4,0,13,82,7,1,3,0,16,15,8,9,22,9,42,39,9,32,5,36,1,5,17,41,59,33,13,16,2,25,21,27,0,1,9,4,1,5,38,90,38,12,3,40,1,42,0,11,11,39,24,66,19,51,0,70,28,1,17,27,35,18,0,19,45,8,19,44,71,50,3,40,36,0,4,60,5,7,93,5,66,49,38,0,98,12,24,13,7,3,28,2,5,52
7,121,105,262,113,96,41,71,61,74,67,66,26,51,20,8,42,19,192,14,24,110,115,67,167,3,10,2,27,179,17,0,7,4,26,62,24,25,59,34,69,95,23,71,32,113,1,24,37,91,97,60,27,44,3,115,42,56,1,0,23,12,2,14,83,149,94,21,14,70,3,102,0,40,23,127,49,150,62,126,3,157,57,19,34,91,93,35,0,31,87,15,53,93,152,174,5,78,69,0,9,74,18,23,191,14,130,120,121,1,260,44,65,36,37,10,83,6,9,129
8,247,124,262,105,101,56,63,78,91,136,96,42,86,22,16,34,23,192,36,22,149,134,95,229,6,24,9,43,172,26,0,17,4,43,42,68,39,87,28,86,133,39,108,52,134,0,30,90,108,130,101,35,57,8,152,48,75,6,1,12,16,2,40,98,181,152,40,31,76,3,194,3,66,43,178,77,166,82,142,7,180,66,18,61,94,152,50,0,34,86,29,78,189,223,333,6,121,82,0,20,111,31,52,224,46,138,235,215,2,349,76,85,39,29,12,116,13,15,142
9,121,69,174,63,66,32,58,66,53,65,74,26,34,18,9,21,21,127,22,28,106,70,54,126,4,15,5,47,132,11,0,7,0,32,34,30,27,57,45,50,110,26,71,20,69,0,12,45,78,76,43,31,31,5,65,48,31,2,1,14,20,0,10,54,76,68,39,64,40,0,96,11,32,38,97,60,97,40,91,8,114,41,7,32,67,63,57,0,21,56,28,65,85,123,134,6,85,68,0,17,119,7,26,139,24,118,136,97,1,215,37,50,23,12,7,57,5,6,135
10,75,46,118,60,57,29,59,67,56,45,81,20,23,11,6,20,11,94,11,35,118,70,62,87,1,6,1,29,96,24,0,13,1,32,39,24,19,39,39,51,52,37,43,15,54,0,2,39,45,57,25,25,20,1,38,60,54,0,3,11,19,0,9,53,76,61,20,130,30,1,61,16,19,36,68,31,96,44,51,1,66,53,6,21,56,62,75,0,23,41,10,66,42,75,103,5,43,88,0,12,117,14,17,179,6,103,67,58,2,149,24,21,12,13,1,46,5,3,99
11,91,41,117,68,41,50,96,82,66,45,101,26,13,9,1,21,6,77,11,48,149,63,61,85,2,20,4,61,116,17,2,39,3,27,27,24,17,25,89,38,55,23,38,33,69,0,11,35,69,62,31,19,29,9,36,89,39,2,3,12,17,0,6,101,67,59,7,129,27,1,80,32,13,46,61,35,93,28,83,8,74,59,7,32,33,49,153,0,32,52,17,84,38,73,93,2,46,113,0,18,218,4,35,169,11,119,51,51,0,156,17,33,27,14,10,37,3,10,69
12,81,41,140,66,31,35,132,129,95,57,104,41,20,5,4,24,20,89,19,86,217,78,124,89,4,17,3,76,152,17,1,50,1,36,76,20,17,53,130,68,52,62,59,35,67,0,5,54,96,70,34,19,34,3,51,101,79,1,6,17,28,1,10,158,61,60,7,145,41,3,80,17,19,70,52,56,96,31,99,9,60,86,19,55,40,61,150,0,34,71,26,108,52,73,110,12,54,108,1,24,206,5,25,169,16,137,64,61,4,159,16,37,30,7,9,34,7,9,104
13,83,41,130,68,29,40,129,191,99,64,90,35,14,11,7,33,10,79,15,88,251,53,94,94,1,29,6,62,129,19,3,10,1,32,59,20,23,55,135,59,57,51,26,33,68,0,11,55,80,68,42,31,38,8,79,104,93,0,5,24,25,3,5,106,76,63,18,87,29,3,102,26,25,74,91,42,104,39,95,2,73,93,11,45,42,59,115,0,25,87,23,131,55,86,124,8,42,94,0,23,262,11,42,163,25,131,56,66,5,186,22,54,39,15,9,47,7,11,182
