time,府中,萬隆,頂溪,明德,新店,關渡,忠孝新生,忠孝復興,東門,後山埤,龍山寺,中山國小,頂埔,辛亥,大湖公園,大橋頭站,菜寮,永安市場,新莊,松江南京,市政府,景美,台北101/世貿,芝山,頭前庄,動物園,南港軟體園區,台北車站,劍潭,新北投,橋和,小南門,十四張,六張犁,大安森林公園,東湖,內湖,昆陽,中山,台電大樓,三民高中,台北小巨蛋,永寧,港墘,大坪林,新北產業園區,小碧潭,南京三民,信義安和,七張,三重國小,丹鳳,台北橋,景平,紅樹林,行天宮,國父紀念館,幸福,北門,忠義,大直,板新,文德,中正紀念堂,北投,蘆洲,麟光,台大醫院,唭哩岸,中原,BL板橋,松山機場,迴龍,南京復興,景安,象山,圓山,竹圍,古亭,秀朗橋,南勢角,大安,劍南路,科技大樓,徐匯中學,永春,善導寺,Y板橋,萬芳醫院,民權西路,輔大,忠孝敦化,南港展覽館,江子翠,新埔,先嗇宮,新店區公所,雙連,新埔民生,西湖,西門,萬芳社區,南港,石牌,葫洲,公館,海山,亞東醫院,中和,淡水,土城,奇岩,中山國中,復興崗,木柵,三和國中,三重,松山,士林
0,0,0,0,0,1,0,0,2,2,0,2,1,0,0,0,1,0,0,0,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,4,0,0,1,1,0,0,0,1,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,1,2,1,1,1,0,0,1,0,3,0,0,2,0,0,0,1,0,2,1,1,0,0,1,0,0,0,12,0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,44,34,55,38,32,7,23,31,26,22,33,18,11,0,0,8,3,50,0,7,42,29,24,56,1,2,0,8,65,5,0,2,0,10,16,4,10,12,13,33,29,10,21,3,23,1,1,9,32,32,22,6,14,1,18,12,18,0,1,4,3,0,1,22,51,21,4,3,17,0,17,0,6,12,27,17,41,14,53,1,49,17,4,13,17,30,12,0,11,32,2,21,36,46,38,2,23,28,0,4,41,6,2,71,8,66,29,20,0,86,7,19,14,10,3,27,2,8,39
7,127,96,233,94,57,30,53,65,68,60,55,32,42,9,8,32,16,147,14,21,92,119,54,153,2,17,1,21,148,16,0,4,1,31,35,29,23,62,42,71,97,21,70,25,99,0,12,37,74,64,56,23,37,6,79,34,50,0,0,18,7,1,17,74,142,84,25,8,58,1,79,1,26,20,119,49,135,51,118,4,147,52,10,36,64,91,25,0,20,69,14,42,91,141,153,4,64,56,0,14,65,15,33,155,18,128,111,139,1,217,36,61,26,17,11,70,8,5,117
8,267,104,227,118,102,41,92,76,90,150,103,47,94,25,7,31,20,216,41,23,149,126,69,204,7,24,7,43,174,32,1,16,3,49,51,74,42,103,36,87,143,27,124,31,95,0,26,73,105,114,98,40,52,6,120,56,93,3,0,16,13,5,30,101,172,121,32,24,81,2,215,5,68,29,163,64,151,68,123,15,169,68,17,40,87,152,31,0,42,92,29,63,162,242,339,6,128,84,0,20,102,29,41,234,36,122,248,218,6,287,84,79,53,51,15,126,6,13,148
9,139,44,122,60,51,26,47,51,40,62,70,14,30,11,3,15,11,103,13,29,110,59,40,77,4,8,3,49,99,11,0,8,4,29,26,32,26,50,29,40,63,14,94,16,51,0,6,31,73,64,29,21,25,2,48,38,47,1,2,8,16,0,11,61,76,56,13,63,34,1,83,15,26,25,83,35,89,62,77,5,88,39,8,20,45,64,49,0,22,43,18,36,79,89,134,4,57,55,0,13,86,8,19,110,24,78,182,83,1,171,33,39,19,17,4,47,2,10,80
10,94,37,93,50,28,29,28,51,41,39,62,26,16,5,7,22,9,57,17,27,85,74,35,85,6,8,1,36,84,6,0,18,1,23,22,13,19,38,37,38,44,12,36,16,45,0,4,30,43,40,27,18,17,3,34,31,28,3,3,17,17,2,3,67,59,50,11,108,25,1,65,13,38,39,58,18,73,30,63,2,56,36,4,23,40,40,42,1,24,38,15,48,46,56,92,4,42,62,0,5,100,8,13,131,8,44,63,50,3,97,23,23,19,21,7,20,5,7,83
