time,府中,萬隆,頂溪,明德,新店,關渡,忠孝新生,忠孝復興,東門,後山埤,龍山寺,中山國小,頂埔,辛亥,大湖公園,大橋頭站,菜寮,永安市場,新莊,松江南京,市政府,景美,台北101/世貿,芝山,頭前庄,動物園,南港軟體園區,台北車站,劍潭,新北投,橋和,小南門,十四張,六張犁,大安森林公園,東湖,內湖,昆陽,中山,台電大樓,三民高中,台北小巨蛋,永寧,港墘,大坪林,新北產業園區,小碧潭,南京三民,信義安和,七張,三重國小,丹鳳,台北橋,景平,紅樹林,行天宮,國父紀念館,幸福,北門,忠義,大直,板新,文德,中正紀念堂,北投,蘆洲,麟光,台大醫院,唭哩岸,中原,BL板橋,松山機場,迴龍,南京復興,景安,象山,圓山,竹圍,古亭,秀朗橋,南勢角,大安,劍南路,科技大樓,徐匯中學,永春,善導寺,Y板橋,萬芳醫院,民權西路,輔大,忠孝敦化,南港展覽館,江子翠,新埔,先嗇宮,新店區公所,雙連,新埔民生,西湖,西門,萬芳社區,南港,石牌,葫洲,公館,海山,亞東醫院,中和,淡水,土城,奇岩,中山國中,復興崗,木柵,三和國中,三重,松山,士林
0,8,12,28,9,6,7,5,18,10,10,10,3,5,5,0,2,4,26,1,4,5,11,12,19,0,2,0,1,20,1,0,3,0,6,6,1,4,7,6,7,12,7,1,2,15,0,2,11,15,13,10,5,7,0,4,5,10,0,0,1,6,0,0,9,15,7,5,3,7,1,8,0,3,2,9,7,12,6,12,1,16,11,1,3,6,13,0,0,3,3,2,7,15,15,7,0,21,18,0,4,18,1,8,24,0,45,8,4,0,24,4,1,6,3,3,12,1,2,17
1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,7,9,11,2,7,21,17,15,6,9,4,3,0,0,3,1,3,2,9,62,11,31,17,2,0,1,8,25,7,0,3,2,8,19,3,0,7,9,13,5,4,7,4,5,0,1,8,28,9,4,1,2,0,10,13,14,0,0,3,3,0,0,40,9,2,1,39,7,0,3,5,1,15,3,13,29,2,16,0,6,23,2,3,0,11,14,0,5,10,0,14,11,4,9,1,7,38,0,5,13,3,9,44,0,13,0,7,1,13,1,3,6,5,1,0,1,2,23
7,5,10,29,64,8,26,84,118,120,22,18,17,8,4,0,12,10,18,3,121,252,62,105,88,1,6,9,16,95,11,1,49,1,26,58,1,1,58,50,103,8,66,8,21,46,0,2,38,122,20,9,2,6,0,22,62,75,1,4,26,15,0,3,263,30,8,6,171,7,0,30,21,6,97,14,53,67,15,108,2,14,114,10,43,9,24,111,0,30,99,10,141,54,33,15,11,10,130,0,29,80,3,28,191,5,94,16,14,0,29,10,15,41,7,9,3,4,8,72
8,8,37,45,46,24,124,342,271,201,16,28,75,9,4,1,37,8,40,1,396,635,70,511,144,3,24,36,43,144,7,0,76,2,70,94,4,4,85,186,142,11,207,13,109,92,0,0,116,365,28,6,5,12,5,36,243,220,0,12,48,31,0,2,422,51,9,8,236,15,1,25,37,1,380,27,186,134,12,231,0,21,338,41,129,19,81,271,0,16,291,29,355,72,36,21,24,50,268,0,175,235,4,22,262,6,185,10,16,1,70,7,72,97,12,4,20,1,14,117
9,10,21,55,37,27,58,175,216,69,17,30,52,3,3,1,9,5,27,3,121,342,30,383,81,2,54,4,48,112,6,0,42,0,50,51,5,3,43,146,72,10,100,11,80,103,0,5,42,190,33,13,4,12,0,24,108,136,0,4,31,13,1,4,168,28,7,8,224,6,1,21,16,3,158,10,161,56,13,138,0,18,147,25,55,10,58,166,0,11,142,46,168,36,26,22,10,30,144,0,111,136,1,20,177,3,170,7,20,1,65,5,32,53,5,8,13,3,9,104
10,25,16,47,28,17,15,157,151,79,21,27,42,2,3,0,9,11,27,3,69,239,31,255,50,2,126,2,42,78,13,2,19,1,17,36,3,6,23,132,47,16,50,9,27,27,1,5,25,78,22,11,2,7,0,15,53,86,1,8,20,12,0,5,77,41,8,9,157,10,0,29,15,1,66,17,56,49,16,69,0,16,62,17,28,9,37,82,0,14,61,22,120,20,22,20,5,13,132,0,25,142,0,13,137,8,101,4,15,4,99,10,9,16,1,3,10,3,17,70
11,22,22,33,33,26,14,135,157,70,26,40,20,6,2,1,14,5,39,3,46,260,22,232,68,1,35,2,63,74,9,0,14,0,22,26,3,13,21,176,63,10,30,15,29,29,2,9,32,55,25,10,3,14,2,27,54,80,0,6,16,17,0,5,84,32,10,3,75,8,1,45,14,3,78,13,31,55,20,70,0,24,45,17,27,11,29,67,0,16,58,9,136,26,29,25,4,18,99,0,13,250,4,19,78,6,127,14,7,0,125,5,17,22,4,7,15,1,6,91
12,35,36,54,28,22,15,166,180,82,26,67,33,9,6,2,16,10,48,4,54,288,31,215,55,2,139,5,63,81,8,0,13,1,17,48,5,5,14,166,65,17,47,14,20,33,0,6,26,76,29,27,4,20,3,21,61,97,1,12,10,27,0,6,103,36,15,7,71,15,2,47,33,7,56,26,43,51,16,88,1,18,86,22,21,13,44,103,0,15,74,7,143,26,43,59,5,25,94,0,18,286,1,34,98,6,140,20,17,1,89,11,12,25,6,7,17,1,18,105
13,45,20,54,30,25,21,178,190,84,35,64,29,9,5,1,24,4,31,11,64,248,45,215,57,1,34,5,49,75,13,1,31,0,16,37,18,6,29,173,46,18,78,21,18,35,1,11,37,70,19,18,9,24,1,34,55,84,4,15,13,20,2,3,118,27,20,5,142,16,2,53,24,3,76,30,50,68,16,118,3,24,65,10,36,21,46,117,1,20,96,14,157,24,57,56,4,27,102,0,19,249,2,20,128,5,91,29,41,2,127,5,12,12,1,2,11,2,8,83
