time,府中,萬隆,頂溪,明德,新店,關渡,忠孝新生,忠孝復興,東門,後山埤,龍山寺,中山國小,頂埔,辛亥,大湖公園,大橋頭站,菜寮,永安市場,新莊,松江南京,市政府,景美,台北101/世貿,芝山,頭前庄,動物園,南港軟體園區,台北車站,劍潭,新北投,橋和,小南門,十四張,六張犁,大安森林公園,東湖,內湖,昆陽,中山,台電大樓,三民高中,台北小巨蛋,永寧,港墘,大坪林,新北產業園區,小碧潭,南京三民,信義安和,七張,三重國小,丹鳳,台北橋,景平,紅樹林,行天宮,國父紀念館,幸福,北門,忠義,大直,板新,文德,中正紀念堂,北投,蘆洲,麟光,台大醫院,唭哩岸,中原,BL板橋,松山機場,迴龍,南京復興,景安,象山,圓山,竹圍,古亭,秀朗橋,南勢角,大安,劍南路,科技大樓,徐匯中學,永春,善導寺,Y板橋,萬芳醫院,民權西路,輔大,忠孝敦化,南港展覽館,江子翠,新埔,先嗇宮,新店區公所,雙連,新埔民生,西湖,西門,萬芳社區,南港,石牌,葫洲,公館,海山,亞東醫院,中和,淡水,土城,奇岩,中山國中,復興崗,木柵,三和國中,三重,松山,士林
0,4,18,18,10,3,4,3,17,10,13,12,3,2,1,0,6,5,16,6,3,9,5,7,14,2,1,1,3,14,1,0,0,0,7,2,1,3,5,3,8,6,7,2,2,8,1,1,13,17,14,11,0,5,2,13,3,8,0,0,2,2,0,3,4,5,4,2,2,2,0,10,0,5,5,8,5,9,6,9,0,10,9,1,4,4,14,1,0,4,13,1,3,18,9,4,0,7,7,0,1,14,2,5,16,2,25,14,4,0,25,1,4,2,1,2,8,1,6,17
1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,11,9,3,10,22,17,21,4,8,3,4,0,1,1,4,4,3,13,53,13,28,13,0,0,1,8,28,5,0,3,0,7,17,0,0,7,11,9,2,7,7,3,9,0,0,7,26,10,3,0,1,0,3,13,11,0,1,3,2,0,0,42,9,2,0,48,0,0,5,4,1,15,3,10,18,8,12,0,4,19,0,5,2,8,16,0,14,11,2,18,15,5,4,0,3,47,0,5,12,2,11,39,0,14,3,6,1,10,1,7,6,4,1,1,1,1,16
7,10,8,24,44,11,24,82,109,112,25,15,20,8,2,4,13,8,17,2,119,258,54,103,87,2,1,9,19,93,10,0,37,0,22,57,3,1,58,40,94,11,57,4,21,29,0,2,26,112,8,4,4,2,0,15,66,79,1,4,15,10,0,3,247,40,6,3,162,13,0,16,17,1,93,9,35,64,12,94,0,11,113,11,51,8,25,127,0,30,93,5,120,50,32,12,13,8,125,0,21,73,4,30,166,5,93,13,17,0,27,8,13,32,2,5,3,4,6,66
8,10,28,33,33,18,118,309,265,166,18,35,79,15,1,0,37,3,29,1,337,545,67,473,152,2,21,37,34,155,4,1,58,1,64,88,5,10,81,169,130,13,183,13,84,114,0,1,89,356,47,6,1,13,3,31,209,195,0,9,48,22,0,1,431,34,6,5,272,16,1,34,28,1,326,7,173,118,15,247,0,18,293,54,131,9,66,270,0,68,237,3,317,65,41,20,16,24,296,0,165,197,6,20,206,6,229,7,14,0,51,4,59,89,6,4,20,1,11,105
9,6,16,82,39,32,52,193,193,63,26,19,36,3,5,4,14,12,26,1,138,390,24,354,68,3,36,4,42,118,11,1,45,1,36,65,1,10,41,117,52,6,90,9,61,57,0,2,40,153,15,6,3,8,2,27,112,160,1,9,26,18,1,2,178,24,5,6,210,12,0,22,39,4,132,9,123,70,22,117,0,18,143,22,73,11,52,166,0,42,137,7,163,32,27,13,3,16,122,0,70,120,3,13,183,3,136,10,18,1,79,1,25,54,3,1,12,8,6,72
