time,府中,萬隆,頂溪,明德,新店,關渡,忠孝新生,忠孝復興,東門,後山埤,龍山寺,中山國小,頂埔,辛亥,大湖公園,大橋頭站,菜寮,永安市場,新莊,松江南京,市政府,景美,台北101/世貿,芝山,頭前庄,動物園,南港軟體園區,台北車站,劍潭,新北投,橋和,小南門,十四張,六張犁,大安森林公園,東湖,內湖,昆陽,中山,台電大樓,三民高中,台北小巨蛋,永寧,港墘,大坪林,新北產業園區,小碧潭,南京三民,信義安和,七張,三重國小,丹鳳,台北橋,景平,紅樹林,行天宮,國父紀念館,幸福,北門,忠義,大直,板新,文德,中正紀念堂,北投,蘆洲,麟光,台大醫院,唭哩岸,中原,BL板橋,松山機場,迴龍,南京復興,景安,象山,圓山,竹圍,古亭,秀朗橋,南勢角,大安,劍南路,科技大樓,徐匯中學,永春,善導寺,Y板橋,萬芳醫院,民權西路,輔大,忠孝敦化,南港展覽館,江子翠,新埔,先嗇宮,新店區公所,雙連,新埔民生,西湖,西門,萬芳社區,南港,石牌,葫洲,公館,海山,亞東醫院,中和,淡水,土城,奇岩,中山國中,復興崗,木柵,三和國中,三重,松山,士林
0,14,14,36,16,16,7,6,19,28,8,18,17,12,3,1,2,7,39,7,6,25,19,29,21,5,8,0,4,23,2,1,0,0,7,13,1,5,6,13,10,8,3,9,4,16,0,1,11,25,18,8,10,8,1,20,14,12,0,0,2,0,0,1,14,19,13,9,1,8,0,18,1,9,7,20,7,21,16,15,1,25,10,2,4,13,9,4,0,7,15,6,18,27,27,11,0,22,10,0,2,27,7,7,20,1,24,30,6,1,49,5,8,8,6,2,22,4,7,23
1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,6,12,2,1,1,13,10,24,8,6,2,2,0,0,2,6,9,1,2,18,6,67,4,0,0,1,9,20,0,1,1,0,3,6,2,0,3,11,6,1,2,3,4,1,0,0,1,5,8,6,1,3,0,5,8,8,0,1,3,2,0,0,18,6,2,0,16,0,0,3,2,1,3,4,3,29,7,10,1,4,9,2,2,3,4,16,0,2,14,0,9,3,5,11,1,5,27,0,1,21,1,9,21,0,11,2,3,0,11,2,1,1,3,3,2,1,0,7
7,0,3,23,13,11,15,16,28,80,14,11,7,5,1,0,8,2,5,4,9,58,53,235,15,0,6,0,15,41,11,0,4,0,7,25,3,3,31,20,11,7,9,6,5,22,0,1,6,17,8,4,5,3,0,13,28,12,0,4,1,1,0,2,60,24,9,4,53,4,0,11,10,1,11,14,14,30,16,21,1,9,23,11,8,4,9,33,0,9,30,1,17,11,23,12,2,5,43,0,2,22,1,15,67,1,42,11,10,0,28,5,4,2,1,2,5,3,4,29
8,11,18,41,19,12,23,88,73,82,9,22,16,2,1,0,9,7,20,4,41,116,40,514,43,0,18,0,46,86,14,0,8,0,14,36,2,9,22,40,46,5,35,4,11,35,0,1,18,74,12,8,2,7,0,27,31,34,0,7,7,8,0,3,93,45,9,5,114,12,0,21,33,0,46,13,34,105,11,85,1,16,66,22,28,2,20,91,0,9,38,2,58,26,26,17,1,15,81,0,13,98,4,11,90,1,142,3,14,0,29,3,5,7,9,1,12,3,0,69
9,18,21,45,20,30,34,160,147,104,22,39,11,3,2,1,23,14,25,6,43,191,41,1035,49,2,93,2,52,126,17,1,24,0,14,62,5,1,24,110,49,6,32,8,3,24,0,8,28,58,22,8,2,10,2,29,64,83,0,9,13,12,0,0,92,24,18,13,124,8,1,17,19,1,40,18,46,238,12,93,0,13,71,43,25,14,31,139,0,18,79,4,92,93,20,22,1,13,128,0,9,219,2,10,81,2,144,15,12,0,87,1,16,14,5,7,5,1,7,151
10,11,23,53,34,28,17,240,227,92,20,67,30,5,1,1,34,4,26,3,84,362,35,1133,83,1,138,4,72,132,14,0,7,0,9,71,2,6,35,226,52,14,97,14,8,22,0,0,32,90,17,14,3,30,0,35,66,123,4,27,4,10,1,1,102,50,18,9,69,8,0,30,38,3,79,24,64,254,21,77,3,24,88,31,28,23,53,110,0,20,74,8,139,81,21,19,0,17,106,0,17,345,2,29,100,3,123,6,10,0,128,6,14,36,3,7,12,12,13,189
11,28,19,82,19,21,24,278,261,121,33,76,57,3,4,2,60,7,47,11,98,485,40,961,85,5,71,4,78,122,20,0,14,1,22,40,2,7,25,387,77,20,148,18,12,32,0,7,52,107,26,14,5,14,2,35,75,183,0,38,8,12,0,2,98,44,25,9,47,8,0,41,17,3,94,26,76,189,12,87,0,25,77,47,33,13,57,130,0,9,66,8,296,65,54,36,0,25,121,0,9,563,6,38,76,2,98,10,8,3,224,4,20,32,10,4,21,8,13,171
12,62,18,74,26,15,23,279,321,122,51,118,49,5,11,4,23,8,56,8,103,528,25,665,66,3,57,1,87,104,24,2,17,0,27,66,6,10,31,377,74,27,237,12,7,50,0,3,38,114,30,28,11,22,2,23,96,153,3,42,5,11,1,1,103,48,22,10,53,15,0,71,30,6,101,70,66,195,18,93,1,36,86,41,55,20,46,138,1,9,100,7,194,55,55,95,2,20,93,0,12,625,4,47,80,4,125,15,30,4,214,13,18,33,3,7,23,8,11,175
13,48,45,90,32,24,23,294,282,149,55,113,47,16,8,9,48,9,88,15,86,440,55,599,97,7,53,4,93,151,33,2,11,0,25,60,14,12,46,343,61,31,100,32,26,38,1,10,38,85,25,24,12,38,5,46,70,169,0,48,2,20,1,6,143,57,21,19,80,36,0,111,28,18,85,48,47,225,20,106,6,50,80,41,48,40,54,161,0,15,110,10,255,92,77,76,5,21,119,0,9,668,5,42,70,11,152,42,49,4,199,11,11,38,13,2,25,4,12,163
14,75,37,83,32,23,8,318,248,94,43,159,44,12,6,6,54,11,69,10,94,461,64,591,83,5,58,1,91,102,40,0,7,0,28,71,9,5,38,332,67,32,63,40,9,61,0,13,54,78,41,33,7,27,2,30,84,158,1,45,10,16,1,10,109,42,34,6,93,22,3,104,20,7,82,44,47,210,25,95,1,54,71,39,32,29,63,116,1,15,86,15,187,56,75,86,8,20,114,0,16,625,7,65,100,9,122,47,26,5,175,14,27,20,11,6,28,7,15,140
15,85,43,107,48,42,24,279,253,107,58,108,33,9,4,4,76,19,82,10,62,373,59,368,74,3,41,1,82,142,17,1,9,2,33,94,17,18,51,314,92,52,64,35,13,68,0,12,50,82,41,26,14,45,1,50,70,128,6,145,3,31,1,5,78,51,41,17,40,36,2,104,9,22,67,68,59,240,31,86,3,55,84,35,39,32,77,111,0,24,101,9,253,80,91,96,7,34,130,0,16,647,1,68,96,10,135,49,48,7,205,38,29,17,7,7,42,10,23,135
16,98,41,127,61,53,35,219,224,116,55,152,70,28,7,4,58,12,105,20,55,413,74,340,97,8,26,4,120,150,27,0,8,0,42,56,21,22,50,295,69,73,78,61,11,63,0,7,34,111,56,32,7,77,6,48,61,86,2,245,7,10,2,12,85,99,34,12,37,41,3,153,17,16,103,72,52,169,26,79,3,77,80,50,39,63,50,89,2,24,111,9,215,48,83,122,5,42,181,0,11,559,5,55,122,14,143,67,59,13,212,20,30,34,6,7,48,10,19,124
17,137,62,196,65,42,41,198,251,124,66,153,67,33,13,5,98,35,142,34,82,341,61,190,135,8,10,6,147,174,15,1,19,2,35,61,23,32,105,337,93,85,108,79,28,81,0,18,68,106,74,59,42,60,1,60,84,104,4,292,3,14,3,7,122,108,71,19,22,22,2,173,6,29,95,102,54,187,38,139,9,105,96,24,47,83,114,114,0,23,108,18,261,87,121,174,2,67,262,0,11,587,9,76,134,16,146,112,78,5,268,37,30,38,13,7,62,19,30,126
18,138,58,194,56,51,38,159,208,96,76,126,82,50,13,12,101,23,166,28,75,340,98,176,159,3,10,10,102,174,20,2,12,3,34,51,33,17,100,282,99,76,201,75,18,72,0,14,53,125,66,82,45,89,8,72,57,101,6,360,6,21,3,13,114,75,80,12,12,51,0,202,8,34,58,98,64,172,48,110,8,116,97,30,43,71,99,90,0,32,100,27,221,60,138,163,14,69,265,0,14,578,11,74,170,14,171,100,64,5,187,38,41,46,18,8,46,11,23,136
19,102,63,201,53,41,29,110,157,100,63,123,42,30,10,8,110,16,117,28,53,269,71,99,122,15,10,4,85,134,12,1,4,1,43,24,23,26,85,162,82,73,83,64,13,90,0,12,25,98,98,65,29,96,13,60,47,53,7,656,10,17,2,8,65,98,68,10,16,46,2,140,4,29,40,94,52,145,48,90,13,119,67,31,30,72,76,50,0,28,68,25,161,54,115,124,5,59,192,0,15,411,10,53,117,10,151,89,77,2,187,26,39,28,8,10,75,15,29,128
20,88,65,190,62,44,35,73,113,84,48,106,85,24,9,6,69,27,122,20,42,204,92,75,103,9,14,5,56,131,12,1,7,6,39,40,16,17,41,117,53,74,35,52,12,58,0,19,25,67,67,52,20,42,4,71,37,51,10,91,6,15,1,18,63,95,67,19,13,46,2,123,2,46,40,80,55,99,36,76,12,99,57,6,29,68,79,61,0,32,67,17,103,47,90,143,6,48,71,0,19,350,11,47,124,14,116,98,64,8,164,14,46,23,15,8,42,7,14,126
21,174,78,219,74,53,50,150,205,107,95,145,83,42,20,9,41,42,198,25,29,366,102,156,170,7,17,6,52,182,16,0,17,2,64,61,34,42,66,121,87,82,26,84,27,96,0,11,49,155,67,87,40,53,10,69,70,103,6,6,6,21,1,11,102,100,105,44,31,76,3,185,7,38,62,129,96,164,75,86,15,136,101,13,52,93,160,76,0,56,113,45,163,143,161,245,10,79,80,0,9,332,11,50,204,26,155,179,120,5,174,44,41,57,13,10,76,10,34,127
22,202,82,270,82,54,49,76,114,78,120,114,49,69,23,14,49,45,188,64,27,182,103,101,120,17,20,6,51,158,16,3,15,1,68,41,75,50,105,61,105,121,46,153,62,92,1,21,83,126,101,100,77,61,12,130,55,59,8,10,17,15,10,22,72,205,139,34,14,71,3,232,10,69,62,138,86,132,79,128,12,171,85,20,50,108,103,48,0,59,71,68,109,175,213,267,16,82,87,0,31,247,25,53,209,43,127,174,157,12,234,73,50,57,26,21,115,20,31,119
23,38,35,133,34,34,28,23,41,43,37,54,29,20,9,7,21,13,80,16,8,53,37,33,40,8,6,3,22,34,11,1,1,0,26,10,19,19,17,19,33,46,13,36,19,56,2,5,11,51,53,27,30,17,8,56,18,24,2,3,4,8,1,8,24,45,58,22,11,17,3,55,3,36,17,62,22,43,42,37,10,93,38,15,19,52,54,10,0,25,20,21,20,56,36,64,3,51,21,0,8,93,14,13,89,18,48,69,35,2,119,23,30,19,15,9,33,6,12,32
