time,府中,萬隆,頂溪,明德,新店,關渡,忠孝新生,忠孝復興,東門,後山埤,龍山寺,中山國小,頂埔,辛亥,大湖公園,大橋頭站,菜寮,永安市場,新莊,松江南京,市政府,景美,台北101/世貿,芝山,頭前庄,動物園,南港軟體園區,台北車站,劍潭,新北投,橋和,小南門,十四張,六張犁,大安森林公園,東湖,內湖,昆陽,中山,台電大樓,三民高中,台北小巨蛋,永寧,港墘,大坪林,新北產業園區,小碧潭,南京三民,信義安和,七張,三重國小,丹鳳,台北橋,景平,紅樹林,行天宮,國父紀念館,幸福,北門,忠義,大直,板新,文德,中正紀念堂,北投,蘆洲,麟光,台大醫院,唭哩岸,中原,BL板橋,松山機場,迴龍,南京復興,景安,象山,圓山,竹圍,古亭,秀朗橋,南勢角,大安,劍南路,科技大樓,徐匯中學,永春,善導寺,Y板橋,萬芳醫院,民權西路,輔大,忠孝敦化,南港展覽館,江子翠,新埔,先嗇宮,新店區公所,雙連,新埔民生,西湖,西門,萬芳社區,南港,石牌,葫洲,公館,海山,亞東醫院,中和,淡水,土城,奇岩,中山國中,復興崗,木柵,三和國中,三重,松山,士林
0,5,14,43,11,11,2,9,16,10,3,17,9,3,2,0,5,8,27,2,12,14,26,12,24,1,4,1,5,27,3,0,4,0,6,9,2,3,5,6,6,14,10,2,7,17,0,0,6,14,13,10,2,8,0,13,13,7,0,1,3,10,0,2,18,9,16,1,0,3,0,7,2,5,7,12,7,20,14,17,0,18,12,2,3,16,15,6,0,7,11,3,8,12,11,13,1,17,18,0,5,26,3,6,25,0,31,12,6,0,50,1,3,9,1,3,12,1,4,18
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,3,13,9,3,7,6,12,9,3,8,0,2,4,0,3,0,3,0,5,13,9,45,5,0,2,0,8,40,2,0,0,0,0,11,0,0,0,8,7,2,2,7,1,4,0,0,1,6,5,1,2,0,0,2,7,11,0,0,2,2,0,0,10,11,1,0,13,2,0,5,7,0,3,3,10,13,2,3,2,2,6,1,2,1,6,13,0,1,13,0,4,2,8,5,0,3,16,0,0,11,1,5,19,0,9,1,3,0,11,1,3,1,1,0,1,0,0,12
7,3,3,10,15,12,14,12,21,16,11,11,6,2,2,1,7,1,6,3,6,34,36,143,15,1,9,1,18,60,10,0,1,0,4,13,3,2,9,13,11,3,3,2,0,8,0,0,2,9,5,2,2,3,0,9,11,5,1,2,1,3,0,3,27,20,6,6,35,4,0,6,19,2,9,4,9,25,12,18,1,8,13,7,12,4,4,31,0,6,28,2,9,9,17,6,2,4,19,0,1,28,2,5,36,0,26,3,7,0,25,3,7,1,3,1,4,2,0,26
8,8,16,28,19,16,12,70,67,91,16,23,12,2,0,1,8,4,16,1,15,74,49,299,31,1,14,3,34,84,10,1,13,1,7,33,2,4,10,41,56,7,30,5,5,18,1,1,14,35,10,5,1,2,0,16,24,29,0,5,0,5,0,2,96,31,12,5,63,7,0,17,19,0,43,9,20,58,5,53,2,4,54,9,23,6,18,90,0,3,40,4,46,14,17,24,1,8,32,0,7,78,0,3,47,0,132,4,8,0,30,2,6,3,8,4,10,8,3,49
9,16,14,47,15,30,18,105,92,46,19,46,12,7,5,3,10,8,25,3,22,149,41,790,41,1,68,0,39,133,15,1,12,1,11,57,2,4,10,60,48,12,24,9,4,10,0,0,14,45,12,5,4,10,0,13,44,50,0,11,2,11,0,2,83,28,16,11,48,4,0,18,10,1,28,12,27,128,6,45,1,15,39,15,28,11,23,110,0,12,42,5,54,80,11,16,2,7,59,0,11,121,1,10,43,1,118,9,6,0,86,3,7,20,4,1,4,5,6,112
