time,府中,萬隆,頂溪,明德,新店,關渡,忠孝新生,忠孝復興,東門,後山埤,龍山寺,中山國小,頂埔,辛亥,大湖公園,大橋頭站,菜寮,永安市場,新莊,松江南京,市政府,景美,台北101/世貿,芝山,頭前庄,動物園,南港軟體園區,台北車站,劍潭,新北投,橋和,小南門,十四張,六張犁,大安森林公園,東湖,內湖,昆陽,中山,台電大樓,三民高中,台北小巨蛋,永寧,港墘,大坪林,新北產業園區,小碧潭,南京三民,信義安和,七張,三重國小,丹鳳,台北橋,景平,紅樹林,行天宮,國父紀念館,幸福,北門,忠義,大直,板新,文德,中正紀念堂,北投,蘆洲,麟光,台大醫院,唭哩岸,中原,BL板橋,松山機場,迴龍,南京復興,景安,象山,圓山,竹圍,古亭,秀朗橋,南勢角,大安,劍南路,科技大樓,徐匯中學,永春,善導寺,Y板橋,萬芳醫院,民權西路,輔大,忠孝敦化,南港展覽館,江子翠,新埔,先嗇宮,新店區公所,雙連,新埔民生,西湖,西門,萬芳社區,南港,石牌,葫洲,公館,海山,亞東醫院,中和,淡水,土城,奇岩,中山國中,復興崗,木柵,三和國中,三重,松山,士林
0,11,11,28,8,4,2,6,5,2,13,15,5,1,1,1,4,7,26,1,3,12,15,7,23,0,1,0,1,26,1,0,2,0,5,2,1,5,5,7,2,7,3,3,2,10,1,0,6,17,12,9,1,8,0,12,7,5,0,0,0,2,0,0,7,8,8,3,1,11,0,8,0,5,3,8,6,15,17,9,0,26,6,2,1,16,14,6,0,4,12,2,10,10,14,10,1,11,16,0,3,9,1,7,17,0,27,16,7,0,36,2,5,2,4,3,7,1,3,10
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,5,14,14,4,6,26,18,25,6,6,4,3,0,0,1,2,2,1,17,55,6,37,15,0,0,1,6,19,3,0,4,0,8,14,1,0,5,11,10,2,4,5,4,9,0,0,4,21,9,1,0,2,0,4,15,10,1,0,1,0,0,0,33,6,1,4,43,3,0,12,4,1,13,3,5,17,6,15,0,3,15,1,6,1,11,18,0,2,12,0,22,12,6,4,0,5,40,0,6,17,2,8,46,1,23,3,3,1,10,0,3,4,1,2,0,1,2,24
7,6,8,26,52,13,25,89,101,130,25,26,25,11,1,0,10,10,16,2,129,280,22,128,88,1,6,14,21,99,9,0,42,1,20,57,1,2,58,46,89,8,58,7,21,33,0,2,35,118,18,6,5,1,0,15,68,82,0,4,20,9,0,4,254,40,10,5,156,9,1,16,30,2,100,7,47,69,10,95,0,9,132,9,45,10,32,108,0,20,81,4,136,45,20,14,16,4,150,0,29,69,3,32,163,3,93,4,17,0,19,3,18,30,4,6,4,2,5,75
8,11,17,33,45,17,122,317,250,171,20,52,73,17,0,2,32,6,21,4,324,571,57,549,153,3,16,29,46,142,17,1,70,1,61,78,2,10,72,162,138,14,154,13,101,84,0,1,84,353,44,8,3,15,4,31,207,196,0,15,55,13,1,4,421,43,5,5,249,14,1,23,33,3,354,9,198,128,12,232,1,26,318,45,147,10,70,271,0,32,251,5,306,67,30,22,12,20,281,0,148,190,5,19,174,9,165,7,15,1,30,2,71,93,9,9,22,0,7,129
9,12,28,41,36,22,52,191,233,92,22,55,45,5,4,1,15,5,26,6,149,363,20,397,66,2,46,9,39,118,5,1,42,0,47,79,2,4,35,127,81,5,87,5,91,59,0,5,50,178,17,11,1,18,1,26,101,178,0,14,32,12,1,2,175,20,11,7,231,8,1,19,26,3,168,10,135,88,10,138,0,21,178,22,80,16,61,202,0,22,137,6,169,38,22,15,6,20,152,0,79,137,2,14,169,5,126,13,18,3,62,7,40,55,4,8,9,3,10,109
