time,府中,萬隆,頂溪,明德,新店,關渡,忠孝新生,忠孝復興,東門,後山埤,龍山寺,中山國小,頂埔,辛亥,大湖公園,大橋頭站,菜寮,永安市場,新莊,松江南京,市政府,景美,台北101/世貿,芝山,頭前庄,動物園,南港軟體園區,台北車站,劍潭,新北投,橋和,小南門,十四張,六張犁,大安森林公園,東湖,內湖,昆陽,中山,台電大樓,三民高中,台北小巨蛋,永寧,港墘,大坪林,新北產業園區,小碧潭,南京三民,信義安和,七張,三重國小,丹鳳,台北橋,景平,紅樹林,行天宮,國父紀念館,幸福,北門,忠義,大直,板新,文德,中正紀念堂,北投,蘆洲,麟光,台大醫院,唭哩岸,中原,BL板橋,松山機場,迴龍,南京復興,景安,象山,圓山,竹圍,古亭,秀朗橋,南勢角,大安,劍南路,科技大樓,徐匯中學,永春,善導寺,Y板橋,萬芳醫院,民權西路,輔大,忠孝敦化,南港展覽館,江子翠,新埔,先嗇宮,新店區公所,雙連,新埔民生,西湖,西門,萬芳社區,南港,石牌,葫洲,公館,海山,亞東醫院,中和,淡水,土城,奇岩,中山國中,復興崗,木柵,三和國中,三重,松山,士林
0,11,17,39,14,11,12,8,22,12,9,14,6,10,2,0,2,6,33,3,3,9,14,11,20,1,5,0,9,15,1,0,0,1,12,13,2,5,9,6,10,22,6,4,10,18,0,3,6,23,12,8,6,11,0,15,16,9,0,0,6,4,0,5,6,19,10,2,0,10,0,11,0,7,10,27,9,13,9,13,1,19,12,4,3,10,13,5,0,4,16,9,13,19,22,24,2,18,10,0,5,30,3,2,25,1,15,18,7,1,52,3,6,8,3,3,19,5,2,11
1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,1,0,0,0,0,0
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,6,11,12,1,5,22,21,35,3,10,1,3,0,0,6,2,1,1,12,71,7,66,9,0,0,1,10,33,5,0,3,1,5,17,0,0,6,20,14,2,7,2,3,7,0,1,7,24,9,0,0,1,0,4,16,12,0,0,3,0,0,0,37,4,2,0,46,1,0,5,6,0,11,3,16,21,4,8,1,5,16,2,4,2,7,16,0,2,24,2,14,16,4,9,0,3,42,0,5,15,1,13,45,1,17,4,4,1,8,1,4,5,4,3,1,0,0,25
7,5,10,27,43,13,28,87,106,106,24,21,18,8,1,2,7,5,11,3,108,221,23,178,78,1,6,12,24,81,12,0,44,2,18,46,2,5,57,37,76,3,57,11,22,23,0,3,22,93,12,4,5,2,0,18,48,64,0,2,26,9,0,8,221,37,8,4,153,8,0,22,17,3,78,8,45,56,11,81,0,11,106,11,46,3,27,101,0,16,79,3,121,46,19,17,10,10,118,0,28,74,5,22,113,3,79,4,14,0,20,6,15,28,6,7,4,3,8,77
8,12,31,44,37,9,95,290,224,198,24,75,59,14,7,1,30,7,37,0,320,513,58,672,144,3,26,30,39,146,4,0,70,0,62,108,3,9,72,162,151,13,157,12,100,81,0,1,69,361,44,16,4,11,5,21,197,177,1,9,37,11,0,3,423,54,5,9,259,10,2,29,30,1,327,15,183,131,6,218,1,21,283,40,102,9,70,277,0,8,250,1,283,86,28,21,19,28,283,0,127,219,3,22,193,5,231,7,14,1,36,4,57,84,11,5,20,2,7,106
9,11,21,36,30,9,55,172,226,82,24,33,35,0,1,3,10,4,28,2,92,345,27,883,80,1,55,7,47,115,7,0,56,0,44,51,7,17,48,119,59,11,74,7,77,41,0,5,50,182,22,6,1,10,3,18,85,151,0,8,18,10,1,2,230,19,6,9,200,6,0,18,27,3,137,17,129,63,15,137,0,16,159,29,46,11,60,180,0,15,113,10,163,138,28,18,15,15,124,0,76,193,3,25,143,5,155,10,15,2,56,4,34,56,9,5,11,4,8,159
10,27,7,41,28,12,20,138,175,68,29,41,18,7,0,1,16,8,33,6,61,304,29,888,58,2,47,2,61,118,11,1,27,0,12,33,4,5,33,159,37,17,34,11,24,27,0,5,24,81,20,5,5,13,0,20,49,95,1,8,12,18,0,2,108,29,14,6,145,5,1,36,32,0,66,12,54,51,12,61,0,18,92,19,29,5,49,114,0,13,39,8,131,83,23,22,8,11,137,1,17,199,1,15,112,3,82,12,14,1,74,3,21,13,2,5,7,0,10,109
